customer_id,first_name,last_name,age,contact_pref,vehicle_id
792,Charlie,Garcia,80,Phone,
793,Ethan,Jones,46,Phone,
794,Ethan,Brown,75,SMS,
795,Hannah,Garcia,64,Email,
796,Alice,Miller,25,Email,50
797,Bob,Miller,32,Email,
798,Bob,Johnson,61,Mail,
799,George,Johnson,73,Phone,
800,Fiona,Williams,51,SMS,237
801,Diana,Garcia,66,Phone,46
802,Bob,Williams,37,Email,
803,Diana,Williams,29,Phone,
804,Alice,Miller,78,Email,
805,George,Miller,73,SMS,
806,Diana,Brown,72,Email,508
807,Alice,Miller,48,Email,
808,Fiona,Brown,22,Email,
809,Bob,Brown,70,SMS,
810,Diana,Garcia,26,Email,
811,Charlie,Williams,47,Mail,80
812,Ethan,Smith,57,SMS,580
813,George,Brown,60,SMS,117
814,Diana,Brown,63,Mail,
815,Ethan,Smith,67,Phone,896
816,Ethan,Williams,66,Mail,548
817,George,Davis,31,SMS,
818,Ethan,Williams,80,SMS,
819,Alice,Davis,31,Email,809
820,Charlie,Smith,29,Email,
821,Diana,Jones,46,Phone,
822,Bob,Williams,18,Mail,
823,Alice,Jones,68,Phone,620
824,Charlie,Jones,31,SMS,
825,George,Davis,22,Mail,
826,Hannah,Johnson,55,Email,596
827,Charlie,Johnson,48,SMS,
828,Hannah,Johnson,33,Email,
829,Charlie,Johnson,68,Email,
830,George,Jones,40,Email,939
831,Ethan,Davis,64,SMS,
832,Bob,Garcia,34,Phone,78
833,George,Smith,48,SMS,
834,Alice,Miller,64,Mail,
835,Ethan,Garcia,27,Email,
836,Ethan,Smith,73,Mail,
837,Ethan,Garcia,40,Mail,
838,Bob,Davis,68,Mail,514
839,Ethan,Smith,59,Mail,
840,Charlie,Garcia,52,Email,
841,Hannah,Jones,67,Email,323
842,Diana,Jones,57,Phone,
843,Charlie,Brown,64,SMS,
844,George,Brown,57,Email,343
845,Bob,Miller,32,SMS,
846,Hannah,Brown,68,SMS,
847,Diana,Williams,76,SMS,
848,Alice,Davis,26,Mail,
849,Diana,Williams,30,SMS,875
850,Hannah,Davis,20,SMS,
851,Diana,Miller,78,Email,
852,Diana,Davis,36,Mail,
853,Alice,Jones,21,Email,715
854,Fiona,Miller,69,Email,939
855,Charlie,Smith,58,Phone,
856,Fiona,Davis,24,SMS,808
857,George,Brown,78,Mail,
858,Fiona,Williams,62,Phone,
859,Diana,Smith,47,SMS,
860,Fiona,Davis,43,Email,831
861,Charlie,Jones,39,SMS,
862,George,Davis,35,Email,
863,Alice,Davis,69,SMS,
864,Hannah,Williams,22,SMS,
865,Bob,Davis,38,SMS,562
866,Alice,Williams,32,SMS,
867,Hannah,Johnson,68,Phone,
868,Diana,Johnson,71,Email,
869,Alice,Smith,58,Email,333
870,Ethan,Johnson,70,Email,
871,Hannah,Garcia,23,Email,
872,Fiona,Brown,39,Phone,787
873,Fiona,Brown,75,SMS,
874,Alice,Smith,79,Email,
875,Bob,Jones,24,Mail,200
876,George,Davis,76,Mail,
877,Bob,Brown,51,Email,
878,Alice,Miller,45,SMS,
879,Charlie,Miller,23,Mail,
880,Hannah,Smith,71,Phone,291
881,Fiona,Johnson,50,Email,
882,Alice,Miller,66,Phone,
883,George,Jones,78,Phone,
884,Bob,Williams,73,Phone,
885,George,Smith,63,Phone,
886,Fiona,Miller,52,Mail,758
887,Charlie,Miller,59,Email,
888,Bob,Garcia,43,SMS,
889,Hannah,Jones,74,Mail,77
890,Diana,Johnson,27,SMS,
891,Hannah,Smith,65,Mail,
892,Hannah,Davis,26,Mail,985
893,Charlie,Williams,55,Mail,764
894,Ethan,Brown,20,SMS,935
895,Charlie,Johnson,80,Email,
896,George,Williams,40,SMS,
897,Hannah,Miller,21,Mail,
898,George,Smith,20,Phone,
899,Diana,Williams,45,Email,315
900,Bob,Davis,76,SMS,
901,George,Davis,34,Email,250
902,Diana,Jones,48,SMS,
903,Diana,Brown,32,Mail,736
904,Fiona,Miller,74,Phone,
905,George,Miller,37,Phone,
906,Charlie,Garcia,67,Mail,
907,Fiona,Miller,64,Email,894
908,Charlie,Johnson,54,Email,
909,George,Smith,43,Email,595
910,Alice,Johnson,64,Email,155
911,Hannah,Garcia,50,Email,515
912,Fiona,Miller,25,SMS,269
913,Hannah,Brown,24,Mail,
914,Ethan,Miller,67,SMS,
915,Hannah,Garcia,71,SMS,960
916,Bob,Garcia,40,Mail,533
917,Alice,Jones,66,Phone,993
918,Alice,Garcia,77,Mail,306
919,Ethan,Davis,60,Email,108
920,Alice,Davis,69,Email,
921,Alice,Jones,49,Phone,580
922,Ethan,Jones,42,Email,421
923,Diana,Miller,40,Phone,
924,Bob,Davis,51,SMS,132
925,Ethan,Miller,76,Phone,
926,Bob,Jones,73,Phone,
927,Bob,Johnson,24,SMS,
928,George,Jones,34,SMS,
929,Hannah,Brown,34,Email,568
930,Charlie,Smith,25,SMS,
931,Ethan,Miller,24,Mail,
932,George,Davis,35,SMS,
933,Hannah,Davis,36,SMS,
934,Charlie,Brown,44,Email,487
935,Bob,Garcia,73,Mail,
936,Alice,Brown,58,Email,725
937,Hannah,Williams,58,Phone,991
938,Diana,Jones,31,Email,106
939,Ethan,Jones,61,Mail,
940,Hannah,Johnson,38,Mail,
941,Ethan,Smith,44,SMS,
942,Ethan,Johnson,26,Email,877
943,Hannah,Smith,74,Mail,515
944,Fiona,Brown,46,Email,469
945,Fiona,Davis,79,Mail,
946,Charlie,Miller,74,Mail,
947,Fiona,Johnson,76,SMS,55
948,Alice,Garcia,51,SMS,
949,Alice,Brown,18,SMS,
950,Charlie,Garcia,72,Phone,233
951,Alice,Garcia,19,SMS,
952,Hannah,Garcia,68,Email,
953,Ethan,Smith,35,Mail,956
954,Bob,Jones,24,SMS,
955,Diana,Brown,62,Email,
956,Alice,Brown,77,Email,584
957,George,Brown,49,Email,
958,George,Davis,49,Mail,
959,Charlie,Smith,21,SMS,
960,George,Miller,34,Phone,
961,Hannah,Garcia,24,SMS,282
962,Ethan,Davis,20,Phone,
963,Diana,Jones,40,Phone,
964,Alice,Miller,23,Phone,
965,Diana,Miller,57,Phone,
966,George,Johnson,28,Email,
967,Fiona,Davis,39,Mail,
968,Fiona,Davis,71,Mail,
969,Bob,Brown,43,Email,297
970,Alice,Williams,38,Email,529
971,Diana,Miller,49,SMS,
972,Diana,Johnson,30,SMS,
973,Bob,Williams,20,Phone,
974,Alice,Miller,46,Phone,718
975,Bob,Miller,39,Email,
976,Ethan,Smith,71,Email,
977,Ethan,Miller,60,SMS,
978,Diana,Williams,20,SMS,
979,Alice,Williams,18,Phone,
980,Ethan,Williams,22,Phone,896
981,Fiona,Brown,44,Email,
982,Diana,Miller,58,Mail,140
983,George,Garcia,30,SMS,586
984,Bob,Garcia,59,Email,673
985,Bob,Miller,29,SMS,
986,Alice,Williams,73,Phone,
987,Hannah,Smith,46,Mail,
988,Ethan,Jones,40,Email,
989,Bob,Jones,55,SMS,
990,Charlie,Johnson,32,Email,413
991,Alice,Miller,34,Mail,
992,Diana,Brown,52,SMS,
993,George,Davis,65,Mail,
994,Diana,Brown,65,Mail,
995,Diana,Jones,70,Phone,
996,Fiona,Johnson,80,Mail,
997,Alice,Jones,45,SMS,
998,Bob,Davis,66,Email,753
999,Fiona,Brown,35,Email,
1000,Charlie,Garcia,49,Mail,
1001,Bob,Davis,48,Email,
1002,Charlie,Davis,66,Mail,
1003,Hannah,Smith,49,SMS,
1004,Diana,Garcia,32,Mail,875
1005,Diana,Brown,37,Phone,
1006,Diana,Brown,72,Phone,
1007,Hannah,Johnson,30,Mail,
1008,Charlie,Davis,32,SMS,174
1009,Fiona,Smith,57,Phone,113
1010,Ethan,Davis,39,SMS,
1011,Hannah,Davis,59,SMS,
1012,Alice,Davis,67,Phone,
1013,Diana,Smith,53,Phone,854
1014,Bob,Williams,23,SMS,
1015,Diana,Brown,58,Mail,839
1016,Diana,Miller,21,SMS,
1017,Ethan,Smith,39,Email,
1018,Hannah,Johnson,51,Email,
1019,Diana,Williams,34,Phone,
1020,Bob,Davis,36,Mail,
1021,George,Jones,77,Phone,
1022,Fiona,Miller,23,Phone,
1023,Fiona,Jones,74,Email,
1024,Alice,Smith,80,Phone,
1025,Fiona,Johnson,60,Email,650
1026,Fiona,Johnson,58,SMS,486
1027,Hannah,Smith,60,SMS,
1028,Hannah,Johnson,38,SMS,
1029,Alice,Johnson,40,Phone,698
1030,Bob,Williams,79,Email,
1031,Alice,Smith,63,SMS,733
1032,Bob,Brown,20,Email,
1033,Charlie,Miller,34,SMS,
1034,Fiona,Miller,80,SMS,
1035,Bob,Johnson,41,Phone,
1036,Fiona,Miller,64,Mail,
1037,Diana,Davis,42,Mail,
1038,Bob,Johnson,72,Phone,
1039,Diana,Davis,54,SMS,
1040,Diana,Garcia,58,Email,50
1041,Bob,Jones,60,Phone,124
1042,Charlie,Miller,29,Phone,
1043,George,Jones,65,Mail,
1044,Fiona,Miller,41,SMS,937
1045,Hannah,Garcia,52,Phone,870
1046,Diana,Smith,76,Email,427
1047,Diana,Brown,22,Phone,
1048,Hannah,Smith,59,SMS,
1049,Fiona,Davis,49,SMS,98
1050,George,Brown,75,Email,
1051,Alice,Brown,75,Email,
1052,Diana,Smith,18,SMS,
1053,Ethan,Miller,20,Phone,
1054,George,Williams,20,SMS,
1055,Diana,Smith,79,Mail,
1056,Charlie,Garcia,49,Phone,
1057,Alice,Johnson,78,Phone,676
1058,Fiona,Davis,75,Email,
1059,Ethan,Johnson,80,SMS,497
1060,Charlie,Miller,80,Mail,101
1061,Charlie,Jones,68,SMS,
1062,Diana,Garcia,75,SMS,827
1063,Ethan,Davis,44,Phone,
1064,Hannah,Davis,38,Mail,
1065,Fiona,Smith,67,Phone,
1066,Bob,Brown,61,SMS,522
1067,George,Jones,46,Mail,491
1068,Diana,Jones,55,Phone,
1069,Alice,Jones,62,SMS,
1070,Alice,Brown,60,Mail,180
1071,Charlie,Jones,46,SMS,
1072,Hannah,Williams,53,Email,
1073,Bob,Miller,79,Phone,745
1074,George,Jones,28,Phone,
1075,George,Miller,41,SMS,
1076,Hannah,Williams,63,Mail,
1077,Alice,Davis,44,Email,
1078,Fiona,Garcia,40,Phone,
1079,Diana,Smith,19,Phone,788
1080,Hannah,Davis,64,Email,
1081,Bob,Smith,25,SMS,
1082,Alice,Jones,70,SMS,
1083,Bob,Williams,66,SMS,
1084,George,Williams,47,Email,
1085,Hannah,Smith,66,Mail,
1086,Ethan,Brown,72,Phone,
1087,Diana,Davis,55,Email,272
1088,Fiona,Johnson,65,Mail,638
1089,Charlie,Miller,27,Mail,
1090,Fiona,Johnson,29,Mail,
1091,Ethan,Johnson,70,SMS,399
1092,Charlie,Miller,46,Mail,
1093,Fiona,Brown,47,Email,576
1094,Bob,Jones,30,Phone,659
1095,Diana,Garcia,75,SMS,659
1096,Diana,Johnson,52,SMS,
1097,Fiona,Garcia,47,SMS,
1098,George,Johnson,43,Mail,631
1099,Hannah,Miller,80,Phone,
1100,Diana,Brown,54,SMS,654
1101,Hannah,Garcia,59,Phone,
1102,Hannah,Brown,27,SMS,
1103,Ethan,Smith,68,Phone,968
1104,Hannah,Davis,68,SMS,
1105,Diana,Garcia,20,Phone,
1106,Ethan,Miller,79,SMS,110
1107,Hannah,Garcia,25,Mail,450
1108,Ethan,Garcia,40,SMS,
1109,Ethan,Johnson,55,Email,430
1110,George,Williams,30,Mail,725
1111,Diana,Johnson,32,SMS,
1112,George,Davis,62,Phone,
1113,Charlie,Davis,21,Mail,
1114,George,Smith,36,Phone,
1115,Ethan,Johnson,30,Phone,609
1116,George,Jones,46,Phone,
1117,Ethan,Davis,48,Mail,
1118,Hannah,Miller,54,Email,
1119,Diana,Davis,54,Mail,
1120,Alice,Johnson,23,Email,
1121,Alice,Miller,51,Phone,
1122,George,Brown,65,Phone,843
1123,Charlie,Johnson,24,Phone,697
1124,Diana,Davis,21,Mail,892
1125,Fiona,Smith,59,Email,
1126,Fiona,Johnson,37,SMS,24
1127,Bob,Johnson,43,Mail,752
1128,Ethan,Brown,29,SMS,
1129,Diana,Brown,53,Email,812
1130,Hannah,Jones,57,Mail,
1131,George,Johnson,56,Phone,
1132,Bob,Jones,43,Mail,939
1133,Hannah,Brown,20,Mail,
1134,Bob,Davis,73,Mail,315
1135,George,Davis,43,Email,722
1136,Diana,Davis,50,Email,
1137,George,Miller,27,Email,
1138,Hannah,Williams,58,Email,360
1139,George,Jones,65,Email,
1140,Bob,Davis,47,Mail,
1141,Bob,Williams,64,Phone,
1142,Alice,Smith,74,Email,40
1143,Hannah,Brown,36,SMS,
1144,Fiona,Johnson,54,Email,656
1145,George,Smith,70,Mail,569
1146,Bob,Johnson,20,Email,
1147,Alice,Garcia,67,Phone,536
1148,Bob,Garcia,52,SMS,936
1149,Charlie,Smith,40,SMS,406
1150,Fiona,Williams,34,SMS,
1151,Hannah,Garcia,73,Mail,
1152,Bob,Jones,78,SMS,
1153,Charlie,Brown,59,Mail,
1154,George,Garcia,37,Email,
1155,Ethan,Johnson,76,SMS,
1156,Alice,Williams,70,Phone,
1157,Fiona,Jones,34,SMS,
1158,George,Garcia,48,Phone,705
1159,Hannah,Jones,22,SMS,
1160,Alice,Brown,75,SMS,
1161,Fiona,Johnson,28,Phone,
1162,George,Miller,55,Phone,832
1163,Diana,Garcia,69,Phone,633
1164,Alice,Johnson,46,Phone,
1165,Charlie,Davis,59,SMS,
1166,Fiona,Miller,59,SMS,
1167,Diana,Smith,48,Mail,181
1168,Ethan,Johnson,52,SMS,
1169,Alice,Williams,63,Email,
1170,Hannah,Jones,77,SMS,
1171,Charlie,Johnson,60,Email,
1172,Diana,Smith,68,SMS,
1173,Alice,Jones,77,Email,
1174,Bob,Smith,44,SMS,
1175,Fiona,Brown,29,Mail,969
1176,George,Jones,69,SMS,820
1177,Bob,Miller,22,Mail,
1178,Diana,Garcia,63,Email,
1179,Alice,Miller,65,Email,
1180,George,Davis,34,Phone,555
1181,Alice,Miller,69,Email,
1182,Diana,Smith,30,SMS,
1183,Bob,Brown,21,Phone,
1184,Ethan,Williams,31,Mail,
1185,Bob,Smith,77,Mail,89
1186,Alice,Williams,79,Mail,325
1187,Alice,Jones,19,Phone,252
1188,Fiona,Williams,22,Email,
1189,Hannah,Brown,39,SMS,
1190,George,Garcia,80,Mail,
1191,Ethan,Smith,67,Phone,
1192,Bob,Williams,71,Email,
1193,Bob,Davis,58,Email,
1194,Bob,Davis,56,Email,
1195,George,Davis,61,SMS,748
1196,Alice,Brown,80,Email,
1197,George,Miller,72,Email,700
1198,Ethan,Johnson,67,Mail,
1199,Fiona,Miller,64,Mail,
1200,Ethan,Smith,35,Phone,
1201,Ethan,Jones,19,Email,
1202,Diana,Garcia,19,Mail,
1203,George,Jones,42,Mail,
1204,Alice,Jones,62,Phone,
1205,Alice,Davis,49,Phone,
1206,Bob,Jones,28,Email,
1207,Diana,Davis,39,Email,
1208,George,Davis,41,Phone,110
1209,Hannah,Smith,29,SMS,
1210,Fiona,Smith,53,Email,103
1211,Diana,Miller,40,Phone,
1212,Bob,Miller,53,Mail,
1213,Bob,Miller,65,Mail,
1214,Ethan,Jones,21,Phone,
1215,Ethan,Miller,26,SMS,
1216,Diana,Jones,37,Mail,
1217,George,Davis,41,Mail,
1218,Diana,Brown,51,Email,
1219,Charlie,Miller,21,Mail,
1220,Bob,Johnson,28,Email,
1221,Diana,Davis,20,Mail,
1222,Alice,Miller,25,Phone,
1223,Bob,Williams,18,Email,
1224,Diana,Miller,42,Email,
1225,Charlie,Garcia,64,Mail,491
1226,Alice,Davis,41,Mail,
1227,George,Garcia,23,Email,
1228,Hannah,Jones,60,Phone,
1229,Hannah,Jones,29,Mail,
1230,Hannah,Brown,67,Email,
1231,Alice,Brown,43,Email,615
1232,Fiona,Jones,51,Email,
1233,Ethan,Smith,80,SMS,273
1234,Fiona,Jones,80,Mail,
1235,Bob,Johnson,69,Mail,
1236,Fiona,Brown,29,Email,
1237,Ethan,Jones,67,SMS,
1238,George,Johnson,63,SMS,
1239,Hannah,Jones,52,SMS,
1240,Ethan,Smith,76,SMS,
1241,Hannah,Miller,45,Email,780
1242,Charlie,Miller,48,Mail,
1243,Fiona,Williams,45,Mail,
1244,Alice,Johnson,19,SMS,
1245,Charlie,Johnson,36,Mail,
1246,Fiona,Johnson,72,SMS,
1247,Alice,Johnson,67,Email,
1248,Hannah,Brown,55,Mail,
1249,Fiona,Williams,42,SMS,
1250,Alice,Garcia,51,SMS,
1251,Fiona,Garcia,34,SMS,
1252,Charlie,Davis,38,SMS,
1253,Bob,Williams,79,Phone,434
1254,George,Williams,73,Mail,989
1255,Fiona,Miller,55,Phone,43
1256,Fiona,Williams,74,Email,
1257,Alice,Brown,52,SMS,
1258,Alice,Brown,63,Email,
1259,Fiona,Brown,78,SMS,
1260,Diana,Miller,56,SMS,241
1261,Diana,Jones,24,Phone,
1262,Bob,Davis,31,Email,
1263,Hannah,Miller,66,Mail,
1264,Charlie,Jones,27,Mail,
1265,George,Williams,56,SMS,237
1266,Alice,Miller,75,SMS,
1267,Bob,Jones,53,SMS,
1268,Ethan,Johnson,61,Mail,
1269,Charlie,Miller,46,Phone,
1270,Alice,Miller,55,Email,
1271,George,Jones,48,Mail,
1272,Alice,Brown,79,Phone,
1273,Alice,Johnson,60,SMS,856
1274,Bob,Jones,21,Mail,664
1275,Hannah,Garcia,28,Mail,
1276,Hannah,Johnson,18,Email,
1277,Fiona,Jones,20,Phone,
1278,Fiona,Jones,69,Email,
1279,Hannah,Johnson,60,SMS,798
1280,Fiona,Brown,33,Phone,330
1281,Diana,Smith,73,Phone,
1282,Alice,Miller,53,SMS,681
1283,Charlie,Davis,35,SMS,509
1284,Hannah,Jones,23,Email,
1285,Bob,Jones,25,Mail,
1286,George,Davis,36,Mail,
1287,Bob,Davis,74,Phone,
1288,Alice,Jones,25,SMS,
1289,Alice,Jones,50,SMS,366
1290,George,Miller,31,Phone,17
1291,Ethan,Johnson,68,SMS,
1292,Charlie,Davis,22,Mail,560
1293,Diana,Williams,58,Mail,466
1294,Bob,Miller,18,SMS,
1295,Alice,Smith,78,Mail,
1296,Bob,Brown,56,Phone,602
1297,Ethan,Williams,34,SMS,
1298,Alice,Miller,32,Mail,695
1299,Charlie,Jones,22,SMS,636
1300,Bob,Johnson,41,SMS,
1301,Ethan,Johnson,48,SMS,476
1302,Alice,Miller,25,Phone,
1303,George,Garcia,70,Mail,660
1304,Charlie,Garcia,49,Mail,
1305,Hannah,Miller,31,Mail,744
1306,Alice,Smith,66,Email,
1307,Hannah,Davis,39,Phone,395
1308,George,Johnson,46,Mail,532
1309,George,Johnson,63,SMS,998
1310,Bob,Smith,19,Mail,
1311,Bob,Jones,26,Email,458
1312,Hannah,Davis,27,SMS,865
1313,Ethan,Williams,44,Phone,
1314,Hannah,Garcia,66,Email,
1315,George,Jones,47,Email,
1316,Ethan,Miller,26,SMS,409
1317,Bob,Miller,58,Phone,236
1318,George,Garcia,22,Email,
1319,George,Miller,43,Phone,
1320,Charlie,Jones,18,Phone,571
1321,Charlie,Williams,20,Email,
1322,Hannah,Jones,31,SMS,
1323,Ethan,Miller,74,SMS,
1324,Diana,Smith,77,SMS,910
1325,Alice,Smith,55,Phone,
1326,Alice,Garcia,26,Email,
1327,Diana,Davis,22,Mail,
1328,Bob,Williams,79,Phone,
1329,Diana,Davis,33,Email,
1330,Charlie,Davis,57,Phone,
1331,George,Johnson,79,Phone,
1332,Charlie,Davis,52,Email,
1333,Fiona,Williams,64,Email,
1334,Fiona,Johnson,68,Phone,134
1335,Alice,Davis,50,SMS,526
1336,Fiona,Garcia,77,SMS,569
1337,Diana,Johnson,29,Email,741
1338,Charlie,Johnson,18,Phone,
1339,Charlie,Johnson,18,SMS,
1340,Ethan,Smith,53,SMS,
1341,Hannah,Miller,38,Phone,
1342,Charlie,Brown,57,Phone,
1343,George,Garcia,42,Email,
1344,Fiona,Williams,72,Email,835
1345,Hannah,Brown,73,Phone,
1346,Fiona,Miller,28,SMS,959
1347,George,Brown,33,Email,757
1348,Diana,Johnson,63,SMS,
1349,Fiona,Garcia,47,SMS,141
1350,Ethan,Jones,73,Phone,552
1351,Fiona,Johnson,49,Email,
1352,Fiona,Smith,58,Phone,
1353,Bob,Brown,74,SMS,
1354,Fiona,Garcia,79,Phone,121
1355,Fiona,Williams,76,SMS,
1356,Alice,Johnson,45,SMS,
1357,Diana,Davis,53,Phone,
1358,Fiona,Brown,77,Mail,
1359,Charlie,Smith,33,SMS,
1360,Bob,Williams,67,Phone,39
1361,Fiona,Miller,36,Email,
1362,Fiona,Johnson,22,SMS,225
1363,Alice,Smith,61,Email,
1364,Alice,Davis,46,Mail,
1365,George,Garcia,45,Phone,
1366,Diana,Johnson,29,Mail,
1367,Charlie,Miller,44,Mail,
1368,Bob,Miller,65,Email,
1369,Hannah,Johnson,46,Mail,383
1370,Bob,Miller,23,Phone,683
1371,Bob,Davis,70,SMS,
1372,Bob,Williams,62,Email,833
1373,Alice,Davis,52,Phone,
1374,Fiona,Williams,51,Email,
1375,Charlie,Miller,56,SMS,
1376,Alice,Garcia,49,Email,
1377,Fiona,Smith,44,Phone,
1378,Charlie,Davis,30,Mail,
1379,George,Smith,38,SMS,
1380,George,Williams,74,SMS,
1381,Alice,Williams,62,SMS,
1382,Fiona,Jones,58,Phone,
1383,Bob,Miller,38,SMS,
1384,Bob,Johnson,28,SMS,
1385,Hannah,Williams,59,Mail,626
1386,Bob,Williams,25,SMS,
1387,George,Miller,68,Mail,
1388,George,Miller,40,Mail,
1389,Charlie,Brown,40,Phone,
1390,Bob,Jones,35,Mail,496
1391,George,Smith,37,Email,
1392,Alice,Davis,23,Email,
1393,Hannah,Williams,29,Mail,
1394,Ethan,Smith,27,Mail,
1395,Alice,Johnson,26,Mail,471
1396,Charlie,Brown,54,Phone,
1397,Alice,Davis,30,Email,
1398,Ethan,Brown,78,Phone,
1399,George,Jones,51,SMS,236
1400,Fiona,Jones,34,SMS,
1401,Diana,Johnson,29,Email,
1402,Ethan,Davis,75,Email,
1403,George,Garcia,74,Mail,625
1404,Alice,Brown,28,Phone,891
1405,Bob,Brown,69,Mail,
1406,Hannah,Garcia,24,Phone,
1407,George,Smith,59,Mail,219
1408,Ethan,Miller,18,SMS,203
1409,Charlie,Smith,47,Email,
1410,Hannah,Jones,44,Phone,
1411,Bob,Davis,42,SMS,
1412,Charlie,Jones,32,Phone,380
1413,Charlie,Williams,72,Mail,836
1414,Charlie,Brown,63,SMS,
1415,Hannah,Jones,61,Phone,
1416,Ethan,Miller,52,Phone,324
1417,George,Garcia,59,Email,
1418,Bob,Miller,46,Mail,265
1419,George,Williams,54,Email,
1420,Diana,Williams,46,Mail,
1421,Fiona,Davis,69,Email,473
1422,Diana,Smith,18,Phone,79
1423,Diana,Johnson,24,SMS,
1424,Ethan,Williams,26,Email,
1425,Ethan,Brown,57,Mail,
1426,Fiona,Smith,45,Email,
1427,Hannah,Jones,69,Mail,
1428,Diana,Smith,31,Email,508
1429,Charlie,Johnson,43,Mail,
1430,Fiona,Brown,63,Mail,
1431,Charlie,Jones,44,SMS,
1432,Bob,Miller,58,Mail,
1433,Hannah,Miller,65,Phone,
1434,Diana,Brown,34,Email,
1435,Diana,Jones,68,Mail,
1436,Alice,Smith,78,Email,
1437,Fiona,Jones,69,Mail,
1438,Bob,Brown,43,Mail,
1439,Diana,Davis,49,Mail,549
1440,Ethan,Brown,36,Phone,
1441,Alice,Williams,26,Email,
1442,Fiona,Miller,40,Email,
1443,Bob,Davis,40,SMS,91
1444,George,Johnson,46,Email,846
1445,Ethan,Jones,30,SMS,
1446,Diana,Garcia,44,Phone,
1447,Fiona,Garcia,50,Email,
1448,Diana,Smith,29,SMS,
1449,Hannah,Smith,52,Mail,566
1450,Ethan,Davis,26,Phone,620
1451,Hannah,Davis,77,SMS,112
1452,Hannah,Johnson,55,Phone,203
1453,George,Garcia,80,Email,493
1454,Alice,Garcia,54,SMS,
1455,Ethan,Jones,40,Mail,580
1456,Hannah,Garcia,38,Email,
1457,Charlie,Davis,42,Mail,148
1458,Charlie,Williams,27,Phone,
1459,Alice,Davis,70,Email,144
1460,Hannah,Davis,59,Email,
1461,Bob,Williams,20,SMS,
1462,Diana,Williams,54,Phone,
1463,Hannah,Johnson,29,Mail,
1464,Diana,Johnson,50,Email,
1465,Bob,Brown,44,Phone,546
1466,George,Miller,28,Email,23
1467,Bob,Brown,18,Phone,
1468,Diana,Brown,56,Email,296
1469,Fiona,Williams,46,Phone,
1470,Bob,Williams,57,Email,843
1471,Ethan,Garcia,48,Email,942
1472,Fiona,Brown,71,Phone,
1473,Ethan,Smith,38,Email,
1474,Charlie,Smith,40,Mail,
1475,Alice,Smith,73,Mail,
1476,Alice,Brown,77,SMS,
1477,Ethan,Miller,68,SMS,
1478,Charlie,Miller,18,Phone,
1479,George,Brown,21,SMS,
1480,Charlie,Johnson,55,Phone,
1481,Ethan,Johnson,28,Mail,745
1482,George,Williams,18,Mail,229
1483,Fiona,Brown,32,SMS,
1484,Bob,Miller,34,Mail,
1485,George,Williams,48,Phone,540
1486,Fiona,Smith,68,Email,292
1487,Ethan,Davis,43,Email,
1488,Ethan,Smith,66,Mail,
1489,Fiona,Garcia,76,SMS,983
1490,Fiona,Davis,52,Mail,
1491,Hannah,Miller,70,Mail,464
1492,Bob,Brown,43,Mail,
1493,Hannah,Miller,44,Mail,
1494,Hannah,Garcia,64,Mail,114
1495,Charlie,Williams,79,SMS,
1496,Hannah,Smith,58,SMS,
1497,Ethan,Johnson,23,Phone,
1498,Fiona,Williams,39,Phone,253
1499,Alice,Davis,77,SMS,
1500,Diana,Miller,71,Email,
1501,Hannah,Garcia,23,Email,
1502,Ethan,Smith,73,SMS,
1503,Diana,Davis,78,SMS,
1504,Alice,Smith,38,Phone,
1505,Diana,Smith,51,Mail,
1506,George,Brown,18,Phone,
1507,George,Miller,44,Phone,927
1508,Alice,Williams,35,Phone,470
1509,Alice,Jones,40,Phone,
1510,Bob,Smith,31,SMS,
1511,Fiona,Johnson,56,Mail,
1512,Diana,Brown,51,Mail,
1513,Bob,Brown,54,SMS,
1514,Diana,Brown,32,Mail,
1515,Diana,Garcia,49,Phone,
1516,Alice,Williams,49,Phone,
1517,Charlie,Davis,78,Phone,674
1518,Fiona,Smith,46,SMS,
1519,Ethan,Smith,35,Phone,
1520,Alice,Williams,51,Phone,
1521,Diana,Johnson,48,Phone,
1522,George,Williams,55,SMS,622
1523,Charlie,Miller,76,Email,858
1524,Charlie,Garcia,69,SMS,
1525,Bob,Williams,47,Email,
1526,Diana,Smith,61,SMS,
1527,Alice,Williams,70,Phone,
1528,Diana,Johnson,28,Mail,
1529,Ethan,Smith,32,Mail,
1530,George,Davis,40,Email,
1531,George,Smith,32,Mail,46
1532,George,Jones,69,Email,
1533,Fiona,Smith,22,SMS,
1534,Diana,Garcia,22,Phone,377
1535,Fiona,Jones,46,Phone,
1536,Ethan,Davis,40,Email,
1537,Hannah,Davis,76,SMS,
1538,Diana,Brown,70,Email,
1539,George,Johnson,72,Email,
1540,Charlie,Williams,46,Mail,
1541,Ethan,Williams,59,Phone,
1542,Ethan,Davis,75,Phone,
1543,Alice,Miller,55,Email,
1544,Ethan,Miller,50,SMS,24
1545,Hannah,Garcia,54,SMS,
1546,Bob,Miller,37,SMS,212
1547,Hannah,Johnson,80,Email,301
1548,Ethan,Davis,42,SMS,
1549,Charlie,Williams,55,Phone,503
1550,Diana,Johnson,39,Mail,
1551,George,Williams,18,Phone,
1552,Ethan,Williams,69,SMS,
1553,Charlie,Davis,23,SMS,
1554,Bob,Garcia,59,SMS,546
1555,Bob,Garcia,67,Mail,
1556,Fiona,Garcia,67,Email,863
1557,Ethan,Miller,42,Mail,
